time,x,y,z,vx,vy,vz
28.1,9.99533e+08,9.99814e+08,0,-23191.2,-13193.1,0
28.1,-9.99814e+08,9.99533e+08,0,13193.1,-23191.2,0
28.1,421491,1.99987e+09,0,14999,-9326.22,0
28.2,9.99531e+08,9.99813e+08,0,-23238.2,-13240.1,0
28.2,-9.99813e+08,9.99531e+08,0,13240.1,-23238.2,0
28.2,422991,1.99987e+09,0,14999,-9359.42,0
28.3,9.99528e+08,9.99811e+08,0,-23285.2,-13287,0
28.3,-9.99811e+08,9.99528e+08,0,13287,-23285.2,0
28.3,424491,1.99987e+09,0,14999,-9392.61,0
28.4,9.99526e+08,9.9981e+08,0,-23332.1,-13334,0
28.4,-9.9981e+08,9.99526e+08,0,13334,-23332.1,0
28.4,425990,1.99987e+09,0,14999,-9425.8,0
28.5,9.99524e+08,9.99809e+08,0,-23379.1,-13381,0
28.5,-9.99809e+08,9.99524e+08,0,13381,-23379.1,0
28.5,427490,1.99986e+09,0,14999,-9458.99,0
28.6,9.99521e+08,9.99807e+08,0,-23426,-13428,0
28.6,-9.99807e+08,9.99521e+08,0,13428,-23426,0
28.6,428990,1.99986e+09,0,14999,-9492.18,0
28.7,9.99519e+08,9.99806e+08,0,-23473,-13474.9,0
28.7,-9.99806e+08,9.99519e+08,0,13474.9,-23473,0
28.7,430490,1.99986e+09,0,14999,-9525.38,0
28.8,9.99517e+08,9.99805e+08,0,-23520,-13521.9,0
28.8,-9.99805e+08,9.99517e+08,0,13521.9,-23520,0
28.8,431990,1.99986e+09,0,14999,-9558.57,0
28.9,9.99514e+08,9.99803e+08,0,-23566.9,-13568.9,0
28.9,-9.99803e+08,9.99514e+08,0,13568.9,-23566.9,0
28.9,433490,1.99986e+09,0,14999,-9591.76,0
29,9.99512e+08,9.99802e+08,0,-23613.9,-13615.9,0
29,-9.99802e+08,9.99512e+08,0,13615.9,-23613.9,0
29,434990,1.99986e+09,0,14999,-9624.95,0
29.1,9.9951e+08,9.99801e+08,0,-23660.8,-13662.8,0
29.1,-9.99801e+08,9.9951e+08,0,13662.8,-23660.8,0
29.1,436490,1.99986e+09,0,14998.9,-9658.15,0
29.2,9.99507e+08,9.99799e+08,0,-23707.8,-13709.8,0
29.2,-9.99799e+08,9.99507e+08,0,13709.8,-23707.8,0
29.2,437990,1.99986e+09,0,14998.9,-9691.34,0
29.3,9.99505e+08,9.99798e+08,0,-23754.8,-13756.8,0
29.3,-9.99798e+08,9.99505e+08,0,13756.8,-23754.8,0
29.3,439490,1.99986e+09,0,14998.9,-9724.53,0
29.4,9.99502e+08,9.99796e+08,0,-23801.7,-13803.7,0
29.4,-9.99796e+08,9.99502e+08,0,13803.7,-23801.7,0
29.4,440989,1.99986e+09,0,14998.9,-9757.73,0
29.5,9.995e+08,9.99795e+08,0,-23848.7,-13850.7,0
29.5,-9.99795e+08,9.995e+08,0,13850.7,-23848.7,0
29.5,442489,1.99986e+09,0,14998.9,-9790.92,0
29.6,9.99498e+08,9.99794e+08,0,-23895.6,-13897.7,0
29.6,-9.99794e+08,9.99498e+08,0,13897.7,-23895.6,0
29.6,443989,1.99985e+09,0,14998.9,-9824.11,0
29.7,9.99495e+08,9.99792e+08,0,-23942.6,-13944.7,0
29.7,-9.99792e+08,9.99495e+08,0,13944.7,-23942.6,0
29.7,445489,1.99985e+09,0,14998.9,-9857.3,0
29.8,9.99493e+08,9.99791e+08,0,-23989.6,-13991.6,0
29.8,-9.99791e+08,9.99493e+08,0,13991.6,-23989.6,0
29.8,446989,1.99985e+09,0,14998.9,-9890.5,0
29.9,9.9949e+08,9.99789e+08,0,-24036.5,-14038.6,0
29.9,-9.99789e+08,9.9949e+08,0,14038.6,-24036.5,0
29.9,448489,1.99985e+09,0,14998.9,-9923.69,0
30,9.99488e+08,9.99788e+08,0,-24083.5,-14085.6,0
30,-9.99788e+08,9.99488e+08,0,14085.6,-24083.5,0
30,449989,1.99985e+09,0,14998.9,-9956.88,0
30.1,9.99486e+08,9.99787e+08,0,-24130.5,-14132.6,0
30.1,-9.99787e+08,9.99486e+08,0,14132.6,-24130.5,0
30.1,451489,1.99985e+09,0,14998.9,-9990.08,0
30.2,9.99483e+08,9.99785e+08,0,-24177.4,-14179.6,0
30.2,-9.99785e+08,9.99483e+08,0,14179.6,-24177.4,0
30.2,452989,1.99985e+09,0,14998.9,-10023.3,0
30.3,9.99481e+08,9.99784e+08,0,-24224.4,-14226.5,0
30.3,-9.99784e+08,9.99481e+08,0,14226.5,-24224.4,0
30.3,454488,1.99985e+09,0,14998.9,-10056.5,0
30.4,9.99478e+08,9.99782e+08,0,-24271.3,-14273.5,0
30.4,-9.99782e+08,9.99478e+08,0,14273.5,-24271.3,0
30.4,455988,1.99985e+09,0,14998.9,-10089.7,0
30.5,9.99476e+08,9.99781e+08,0,-24318.3,-14320.5,0
30.5,-9.99781e+08,9.99476e+08,0,14320.5,-24318.3,0
30.5,457488,1.99985e+09,0,14998.8,-10122.8,0
30.6,9.99474e+08,9.99779e+08,0,-24365.3,-14367.5,0
30.6,-9.99779e+08,9.99474e+08,0,14367.5,-24365.3,0
30.6,458988,1.99984e+09,0,14998.8,-10156,0
30.7,9.99471e+08,9.99778e+08,0,-24412.2,-14414.4,0
30.7,-9.99778e+08,9.99471e+08,0,14414.4,-24412.2,0
30.7,460488,1.99984e+09,0,14998.8,-10189.2,0
30.8,9.99469e+08,9.99777e+08,0,-24459.2,-14461.4,0
30.8,-9.99777e+08,9.99469e+08,0,14461.4,-24459.2,0
30.8,461988,1.99984e+09,0,14998.8,-10222.4,0
30.9,9.99466e+08,9.99775e+08,0,-24506.2,-14508.4,0
30.9,-9.99775e+08,9.99466e+08,0,14508.4,-24506.2,0
30.9,463488,1.99984e+09,0,14998.8,-10255.6,0
31,9.99464e+08,9.99774e+08,0,-24553.1,-14555.4,0
31,-9.99774e+08,9.99464e+08,0,14555.4,-24553.1,0
31,464988,1.99984e+09,0,14998.8,-10288.8,0
31.1,9.99461e+08,9.99772e+08,0,-24600.1,-14602.3,0
31.1,-9.99772e+08,9.99461e+08,0,14602.3,-24600.1,0
31.1,466488,1.99984e+09,0,14998.8,-10322,0
31.2,9.99459e+08,9.99771e+08,0,-24647,-14649.3,0
31.2,-9.99771e+08,9.99459e+08,0,14649.3,-24647,0
31.2,467987,1.99984e+09,0,14998.8,-10355.2,0
31.3,9.99456e+08,9.99769e+08,0,-24694,-14696.3,0
31.3,-9.99769e+08,9.99456e+08,0,14696.3,-24694,0
31.3,469487,1.99984e+09,0,14998.8,-10388.4,0
31.4,9.99454e+08,9.99768e+08,0,-24741,-14743.3,0
31.4,-9.99768e+08,9.99454e+08,0,14743.3,-24741,0
31.4,470987,1.99984e+09,0,14998.8,-10421.6,0
31.5,9.99451e+08,9.99766e+08,0,-24787.9,-14790.3,0
31.5,-9.99766e+08,9.99451e+08,0,14790.3,-24787.9,0
31.5,472487,1.99983e+09,0,14998.8,-10454.8,0
31.6,9.99449e+08,9.99765e+08,0,-24834.9,-14837.2,0
31.6,-9.99765e+08,9.99449e+08,0,14837.2,-24834.9,0
31.6,473987,1.99983e+09,0,14998.8,-10488,0
31.7,9.99446e+08,9.99763e+08,0,-24881.9,-14884.2,0
31.7,-9.99763e+08,9.99446e+08,0,14884.2,-24881.9,0
31.7,475487,1.99983e+09,0,14998.8,-10521.2,0
31.8,9.99444e+08,9.99762e+08,0,-24928.8,-14931.2,0
31.8,-9.99762e+08,9.99444e+08,0,14931.2,-24928.8,0
31.8,476987,1.99983e+09,0,14998.7,-10554.4,0
31.9,9.99441e+08,9.9976e+08,0,-24975.8,-14978.2,0
31.9,-9.9976e+08,9.99441e+08,0,14978.2,-24975.8,0
31.9,478487,1.99983e+09,0,14998.7,-10587.6,0
32,9.99439e+08,9.99759e+08,0,-25022.8,-15025.2,0
32,-9.99759e+08,9.99439e+08,0,15025.2,-25022.8,0
32,479986,1.99983e+09,0,14998.7,-10620.7,0
32.1,9.99436e+08,9.99757e+08,0,-25069.7,-15072.1,0
32.1,-9.99757e+08,9.99436e+08,0,15072.1,-25069.7,0
32.1,481486,1.99983e+09,0,14998.7,-10653.9,0
32.2,9.99434e+08,9.99756e+08,0,-25116.7,-15119.1,0
32.2,-9.99756e+08,9.99434e+08,0,15119.1,-25116.7,0
32.2,482986,1.99983e+09,0,14998.7,-10687.1,0
32.3,9.99431e+08,9.99754e+08,0,-25163.7,-15166.1,0
32.3,-9.99754e+08,9.99431e+08,0,15166.1,-25163.7,0
32.3,484486,1.99983e+09,0,14998.7,-10720.3,0
32.4,9.99429e+08,9.99753e+08,0,-25210.6,-15213.1,0
32.4,-9.99753e+08,9.99429e+08,0,15213.1,-25210.6,0
32.4,485986,1.99983e+09,0,14998.7,-10753.5,0
32.5,9.99426e+08,9.99751e+08,0,-25257.6,-15260.1,0
32.5,-9.99751e+08,9.99426e+08,0,15260.1,-25257.6,0
32.5,487486,1.99982e+09,0,14998.7,-10786.7,0
32.6,9.99424e+08,9.9975e+08,0,-25304.6,-15307,0
32.6,-9.9975e+08,9.99424e+08,0,15307,-25304.6,0
32.6,488986,1.99982e+09,0,14998.7,-10819.9,0
32.7,9.99421e+08,9.99748e+08,0,-25351.5,-15354,0
32.7,-9.99748e+08,9.99421e+08,0,15354,-25351.5,0
32.7,490485,1.99982e+09,0,14998.7,-10853.1,0
32.8,9.99419e+08,9.99747e+08,0,-25398.5,-15401,0
32.8,-9.99747e+08,9.99419e+08,0,15401,-25398.5,0
32.8,491985,1.99982e+09,0,14998.7,-10886.3,0
32.9,9.99416e+08,9.99745e+08,0,-25445.5,-15448,0
32.9,-9.99745e+08,9.99416e+08,0,15448,-25445.5,0
32.9,493485,1.99982e+09,0,14998.7,-10919.5,0
33,9.99414e+08,9.99744e+08,0,-25492.4,-15495,0
33,-9.99744e+08,9.99414e+08,0,15495,-25492.4,0
33,494985,1.99982e+09,0,14998.6,-10952.7,0
33.1,9.99411e+08,9.99742e+08,0,-25539.4,-15541.9,0
33.1,-9.99742e+08,9.99411e+08,0,15541.9,-25539.4,0
33.1,496485,1.99982e+09,0,14998.6,-10985.9,0
33.2,9.99409e+08,9.9974e+08,0,-25586.4,-15588.9,0
33.2,-9.9974e+08,9.99409e+08,0,15588.9,-25586.4,0
33.2,497985,1.99982e+09,0,14998.6,-11019.1,0
33.3,9.99406e+08,9.99739e+08,0,-25633.3,-15635.9,0
33.3,-9.99739e+08,9.99406e+08,0,15635.9,-25633.3,0
33.3,499485,1.99982e+09,0,14998.6,-11052.3,0
33.4,9.99403e+08,9.99737e+08,0,-25680.3,-15682.9,0
33.4,-9.99737e+08,9.99403e+08,0,15682.9,-25680.3,0
33.4,500985,1.99981e+09,0,14998.6,-11085.5,0
33.5,9.99401e+08,9.99736e+08,0,-25727.3,-15729.9,0
33.5,-9.99736e+08,9.99401e+08,0,15729.9,-25727.3,0
33.5,502484,1.99981e+09,0,14998.6,-11118.7,0
33.6,9.99398e+08,9.99734e+08,0,-25774.2,-15776.9,0
33.6,-9.99734e+08,9.99398e+08,0,15776.9,-25774.2,0
33.6,503984,1.99981e+09,0,14998.6,-11151.8,0
33.7,9.99396e+08,9.99733e+08,0,-25821.2,-15823.8,0
33.7,-9.99733e+08,9.99396e+08,0,15823.8,-25821.2,0
33.7,505484,1.99981e+09,0,14998.6,-11185,0
33.8,9.99393e+08,9.99731e+08,0,-25868.2,-15870.8,0
33.8,-9.99731e+08,9.99393e+08,0,15870.8,-25868.2,0
33.8,506984,1.99981e+09,0,14998.6,-11218.2,0
33.9,9.9939e+08,9.99729e+08,0,-25915.1,-15917.8,0
33.9,-9.99729e+08,9.9939e+08,0,15917.8,-25915.1,0
33.9,508484,1.99981e+09,0,14998.6,-11251.4,0
34,9.99388e+08,9.99728e+08,0,-25962.1,-15964.8,0
34,-9.99728e+08,9.99388e+08,0,15964.8,-25962.1,0
34,509984,1.99981e+09,0,14998.6,-11284.6,0
34.1,9.99385e+08,9.99726e+08,0,-26009.1,-16011.8,0
34.1,-9.99726e+08,9.99385e+08,0,16011.8,-26009.1,0
34.1,511484,1.99981e+09,0,14998.6,-11317.8,0
34.2,9.99383e+08,9.99725e+08,0,-26056,-16058.8,0
34.2,-9.99725e+08,9.99383e+08,0,16058.8,-26056,0
34.2,512983,1.99981e+09,0,14998.5,-11351,0
34.3,9.9938e+08,9.99723e+08,0,-26103,-16105.8,0
34.3,-9.99723e+08,9.9938e+08,0,16105.8,-26103,0
34.3,514483,1.9998e+09,0,14998.5,-11384.2,0
34.4,9.99377e+08,9.99721e+08,0,-26150,-16152.7,0
34.4,-9.99721e+08,9.99377e+08,0,16152.7,-26150,0
34.4,515983,1.9998e+09,0,14998.5,-11417.4,0
34.5,9.99375e+08,9.9972e+08,0,-26196.9,-16199.7,0
34.5,-9.9972e+08,9.99375e+08,0,16199.7,-26196.9,0
34.5,517483,1.9998e+09,0,14998.5,-11450.6,0
34.6,9.99372e+08,9.99718e+08,0,-26243.9,-16246.7,0
34.6,-9.99718e+08,9.99372e+08,0,16246.7,-26243.9,0
34.6,518983,1.9998e+09,0,14998.5,-11483.8,0
34.7,9.9937e+08,9.99717e+08,0,-26290.9,-16293.7,0
34.7,-9.99717e+08,9.9937e+08,0,16293.7,-26290.9,0
34.7,520483,1.9998e+09,0,14998.5,-11517,0
34.8,9.99367e+08,9.99715e+08,0,-26337.8,-16340.7,0
34.8,-9.99715e+08,9.99367e+08,0,16340.7,-26337.8,0
34.8,521983,1.9998e+09,0,14998.5,-11550.2,0
34.9,9.99364e+08,9.99713e+08,0,-26384.8,-16387.7,0
34.9,-9.99713e+08,9.99364e+08,0,16387.7,-26384.8,0
34.9,523482,1.9998e+09,0,14998.5,-11583.4,0
35,9.99362e+08,9.99712e+08,0,-26431.8,-16434.7,0
35,-9.99712e+08,9.99362e+08,0,16434.7,-26431.8,0
35,524982,1.9998e+09,0,14998.5,-11616.6,0
35.1,9.99359e+08,9.9971e+08,0,-26478.8,-16481.6,0
35.1,-9.9971e+08,9.99359e+08,0,16481.6,-26478.8,0
35.1,526482,1.99979e+09,0,14998.5,-11649.8,0
35.2,9.99356e+08,9.99708e+08,0,-26525.7,-16528.6,0
35.2,-9.99708e+08,9.99356e+08,0,16528.6,-26525.7,0
35.2,527982,1.99979e+09,0,14998.5,-11683,0
35.3,9.99354e+08,9.99707e+08,0,-26572.7,-16575.6,0
35.3,-9.99707e+08,9.99354e+08,0,16575.6,-26572.7,0
35.3,529482,1.99979e+09,0,14998.5,-11716.2,0
35.4,9.99351e+08,9.99705e+08,0,-26619.7,-16622.6,0
35.4,-9.99705e+08,9.99351e+08,0,16622.6,-26619.7,0
35.4,530982,1.99979e+09,0,14998.4,-11749.4,0
35.5,9.99348e+08,9.99703e+08,0,-26666.6,-16669.6,0
35.5,-9.99703e+08,9.99348e+08,0,16669.6,-26666.6,0
35.5,532481,1.99979e+09,0,14998.4,-11782.5,0
35.6,9.99346e+08,9.99702e+08,0,-26713.6,-16716.6,0
35.6,-9.99702e+08,9.99346e+08,0,16716.6,-26713.6,0
35.6,533981,1.99979e+09,0,14998.4,-11815.7,0
35.7,9.99343e+08,9.997e+08,0,-26760.6,-16763.6,0
35.7,-9.997e+08,9.99343e+08,0,16763.6,-26760.6,0
35.7,535481,1.99979e+09,0,14998.4,-11848.9,0
35.8,9.9934e+08,9.99698e+08,0,-26807.6,-16810.6,0
35.8,-9.99698e+08,9.9934e+08,0,16810.6,-26807.6,0
35.8,536981,1.99979e+09,0,14998.4,-11882.1,0
35.9,9.99338e+08,9.99697e+08,0,-26854.5,-16857.5,0
35.9,-9.99697e+08,9.99338e+08,0,16857.5,-26854.5,0
35.9,538481,1.99979e+09,0,14998.4,-11915.3,0
36,9.99335e+08,9.99695e+08,0,-26901.5,-16904.5,0
36,-9.99695e+08,9.99335e+08,0,16904.5,-26901.5,0
36,539981,1.99978e+09,0,14998.4,-11948.5,0
36.1,9.99332e+08,9.99693e+08,0,-26948.5,-16951.5,0
36.1,-9.99693e+08,9.99332e+08,0,16951.5,-26948.5,0
36.1,541480,1.99978e+09,0,14998.4,-11981.7,0
36.2,9.9933e+08,9.99692e+08,0,-26995.4,-16998.5,0
36.2,-9.99692e+08,9.9933e+08,0,16998.5,-26995.4,0
36.2,542980,1.99978e+09,0,14998.4,-12014.9,0
36.3,9.99327e+08,9.9969e+08,0,-27042.4,-17045.5,0
36.3,-9.9969e+08,9.99327e+08,0,17045.5,-27042.4,0
36.3,544480,1.99978e+09,0,14998.4,-12048.1,0
36.4,9.99324e+08,9.99688e+08,0,-27089.4,-17092.5,0
36.4,-9.99688e+08,9.99324e+08,0,17092.5,-27089.4,0
36.4,545980,1.99978e+09,0,14998.4,-12081.3,0
36.5,9.99321e+08,9.99686e+08,0,-27136.4,-17139.5,0
36.5,-9.99686e+08,9.99321e+08,0,17139.5,-27136.4,0
36.5,547480,1.99978e+09,0,14998.3,-12114.5,0
36.6,9.99319e+08,9.99685e+08,0,-27183.3,-17186.5,0
36.6,-9.99685e+08,9.99319e+08,0,17186.5,-27183.3,0
36.6,548980,1.99978e+09,0,14998.3,-12147.7,0
36.7,9.99316e+08,9.99683e+08,0,-27230.3,-17233.5,0
36.7,-9.99683e+08,9.99316e+08,0,17233.5,-27230.3,0
36.7,550479,1.99978e+09,0,14998.3,-12180.9,0
36.8,9.99313e+08,9.99681e+08,0,-27277.3,-17280.4,0
36.8,-9.99681e+08,9.99313e+08,0,17280.4,-27277.3,0
36.8,551979,1.99977e+09,0,14998.3,-12214.1,0
36.9,9.99311e+08,9.9968e+08,0,-27324.2,-17327.4,0
36.9,-9.9968e+08,9.99311e+08,0,17327.4,-27324.2,0
36.9,553479,1.99977e+09,0,14998.3,-12247.3,0
37,9.99308e+08,9.99678e+08,0,-27371.2,-17374.4,0
37,-9.99678e+08,9.99308e+08,0,17374.4,-27371.2,0
37,554979,1.99977e+09,0,14998.3,-12280.5,0
37.1,9.99305e+08,9.99676e+08,0,-27418.2,-17421.4,0
37.1,-9.99676e+08,9.99305e+08,0,17421.4,-27418.2,0
37.1,556479,1.99977e+09,0,14998.3,-12313.7,0
37.2,9.99302e+08,9.99674e+08,0,-27465.2,-17468.4,0
37.2,-9.99674e+08,9.99302e+08,0,17468.4,-27465.2,0
37.2,557979,1.99977e+09,0,14998.3,-12346.9,0
37.3,9.993e+08,9.99673e+08,0,-27512.1,-17515.4,0
37.3,-9.99673e+08,9.993e+08,0,17515.4,-27512.1,0
37.3,559478,1.99977e+09,0,14998.3,-12380.1,0
37.4,9.99297e+08,9.99671e+08,0,-27559.1,-17562.4,0
37.4,-9.99671e+08,9.99297e+08,0,17562.4,-27559.1,0
37.4,560978,1.99977e+09,0,14998.3,-12413.3,0
37.5,9.99294e+08,9.99669e+08,0,-27606.1,-17609.4,0
37.5,-9.99669e+08,9.99294e+08,0,17609.4,-27606.1,0
37.5,562478,1.99977e+09,0,14998.3,-12446.5,0
37.6,9.99291e+08,9.99667e+08,0,-27653.1,-17656.4,0
37.6,-9.99667e+08,9.99291e+08,0,17656.4,-27653.1,0
37.6,563978,1.99976e+09,0,14998.2,-12479.6,0
37.7,9.99289e+08,9.99665e+08,0,-27700,-17703.4,0
37.7,-9.99665e+08,9.99289e+08,0,17703.4,-27700,0
37.7,565478,1.99976e+09,0,14998.2,-12512.8,0
37.8,9.99286e+08,9.99664e+08,0,-27747,-17750.4,0
37.8,-9.99664e+08,9.99286e+08,0,17750.4,-27747,0
37.8,566978,1.99976e+09,0,14998.2,-12546,0
37.9,9.99283e+08,9.99662e+08,0,-27794,-17797.4,0
37.9,-9.99662e+08,9.99283e+08,0,17797.4,-27794,0
37.9,568477,1.99976e+09,0,14998.2,-12579.2,0
38,9.9928e+08,9.9966e+08,0,-27841,-17844.4,0
38,-9.9966e+08,9.9928e+08,0,17844.4,-27841,0
38,569977,1.99976e+09,0,14998.2,-12612.4,0
38.1,9.99277e+08,9.99658e+08,0,-27887.9,-17891.3,0
38.1,-9.99658e+08,9.99277e+08,0,17891.3,-27887.9,0
38.1,571477,1.99976e+09,0,14998.2,-12645.6,0
38.2,9.99275e+08,9.99657e+08,0,-27934.9,-17938.3,0
38.2,-9.99657e+08,9.99275e+08,0,17938.3,-27934.9,0
38.2,572977,1.99976e+09,0,14998.2,-12678.8,0
38.3,9.99272e+08,9.99655e+08,0,-27981.9,-17985.3,0
38.3,-9.99655e+08,9.99272e+08,0,17985.3,-27981.9,0
38.3,574477,1.99976e+09,0,14998.2,-12712,0
38.4,9.99269e+08,9.99653e+08,0,-28028.9,-18032.3,0
38.4,-9.99653e+08,9.99269e+08,0,18032.3,-28028.9,0
38.4,575977,1.99975e+09,0,14998.2,-12745.2,0
38.5,9.99266e+08,9.99651e+08,0,-28075.8,-18079.3,0
38.5,-9.99651e+08,9.99266e+08,0,18079.3,-28075.8,0
38.5,577476,1.99975e+09,0,14998.2,-12778.4,0
38.6,9.99263e+08,9.99649e+08,0,-28122.8,-18126.3,0
38.6,-9.99649e+08,9.99263e+08,0,18126.3,-28122.8,0
38.6,578976,1.99975e+09,0,14998.2,-12811.6,0
38.7,9.99261e+08,9.99648e+08,0,-28169.8,-18173.3,0
38.7,-9.99648e+08,9.99261e+08,0,18173.3,-28169.8,0
38.7,580476,1.99975e+09,0,14998.1,-12844.8,0
38.8,9.99258e+08,9.99646e+08,0,-28216.8,-18220.3,0
38.8,-9.99646e+08,9.99258e+08,0,18220.3,-28216.8,0
38.8,581976,1.99975e+09,0,14998.1,-12878,0
38.9,9.99255e+08,9.99644e+08,0,-28263.8,-18267.3,0
38.9,-9.99644e+08,9.99255e+08,0,18267.3,-28263.8,0
38.9,583476,1.99975e+09,0,14998.1,-12911.2,0
39,9.99252e+08,9.99642e+08,0,-28310.7,-18314.3,0
39,-9.99642e+08,9.99252e+08,0,18314.3,-28310.7,0
39,584975,1.99975e+09,0,14998.1,-12944.4,0
39.1,9.99249e+08,9.9964e+08,0,-28357.7,-18361.3,0
39.1,-9.9964e+08,9.99249e+08,0,18361.3,-28357.7,0
39.1,586475,1.99975e+09,0,14998.1,-12977.6,0
39.2,9.99246e+08,9.99638e+08,0,-28404.7,-18408.3,0
39.2,-9.99638e+08,9.99246e+08,0,18408.3,-28404.7,0
39.2,587975,1.99974e+09,0,14998.1,-13010.8,0
39.3,9.99244e+08,9.99637e+08,0,-28451.7,-18455.3,0
39.3,-9.99637e+08,9.99244e+08,0,18455.3,-28451.7,0
39.3,589475,1.99974e+09,0,14998.1,-13044,0
39.4,9.99241e+08,9.99635e+08,0,-28498.6,-18502.3,0
39.4,-9.99635e+08,9.99241e+08,0,18502.3,-28498.6,0
39.4,590975,1.99974e+09,0,14998.1,-13077.2,0
39.5,9.99238e+08,9.99633e+08,0,-28545.6,-18549.3,0
39.5,-9.99633e+08,9.99238e+08,0,18549.3,-28545.6,0
39.5,592474,1.99974e+09,0,14998.1,-13110.4,0
39.6,9.99235e+08,9.99631e+08,0,-28592.6,-18596.3,0
39.6,-9.99631e+08,9.99235e+08,0,18596.3,-28592.6,0
39.6,593974,1.99974e+09,0,14998.1,-13143.6,0
39.7,9.99232e+08,9.99629e+08,0,-28639.6,-18643.3,0
39.7,-9.99629e+08,9.99232e+08,0,18643.3,-28639.6,0
39.7,595474,1.99974e+09,0,14998,-13176.8,0
39.8,9.99229e+08,9.99627e+08,0,-28686.6,-18690.3,0
39.8,-9.99627e+08,9.99229e+08,0,18690.3,-28686.6,0
39.8,596974,1.99974e+09,0,14998,-13210,0
39.9,9.99226e+08,9.99625e+08,0,-28733.5,-18737.3,0
39.9,-9.99625e+08,9.99226e+08,0,18737.3,-28733.5,0
39.9,598474,1.99974e+09,0,14998,-13243.2,0
40,9.99224e+08,9.99623e+08,0,-28780.5,-18784.3,0
40,-9.99623e+08,9.99224e+08,0,18784.3,-28780.5,0
40,599973,1.99973e+09,0,14998,-13276.4,0
40.1,9.99221e+08,9.99622e+08,0,-28827.5,-18831.3,0
40.1,-9.99622e+08,9.99221e+08,0,18831.3,-28827.5,0
40.1,601473,1.99973e+09,0,14998,-13309.6,0
40.2,9.99218e+08,9.9962e+08,0,-28874.5,-18878.3,0
40.2,-9.9962e+08,9.99218e+08,0,18878.3,-28874.5,0
40.2,602973,1.99973e+09,0,14998,-13342.8,0
40.3,9.99215e+08,9.99618e+08,0,-28921.5,-18925.3,0
40.3,-9.99618e+08,9.99215e+08,0,18925.3,-28921.5,0
40.3,604473,1.99973e+09,0,14998,-13375.9,0
40.4,9.99212e+08,9.99616e+08,0,-28968.4,-18972.3,0
40.4,-9.99616e+08,9.99212e+08,0,18972.3,-28968.4,0
40.4,605973,1.99973e+09,0,14998,-13409.1,0
40.5,9.99209e+08,9.99614e+08,0,-29015.4,-19019.3,0
40.5,-9.99614e+08,9.99209e+08,0,19019.3,-29015.4,0
40.5,607472,1.99973e+09,0,14998,-13442.3,0
40.6,9.99206e+08,9.99612e+08,0,-29062.4,-19066.3,0
40.6,-9.99612e+08,9.99206e+08,0,19066.3,-29062.4,0
40.6,608972,1.99973e+09,0,14998,-13475.5,0
40.7,9.99203e+08,9.9961e+08,0,-29109.4,-19113.3,0
40.7,-9.9961e+08,9.99203e+08,0,19113.3,-29109.4,0
40.7,610472,1.99972e+09,0,14997.9,-13508.7,0
40.8,9.992e+08,9.99608e+08,0,-29156.4,-19160.3,0
40.8,-9.99608e+08,9.992e+08,0,19160.3,-29156.4,0
40.8,611972,1.99972e+09,0,14997.9,-13541.9,0
40.9,9.99197e+08,9.99606e+08,0,-29203.3,-19207.3,0
40.9,-9.99606e+08,9.99197e+08,0,19207.3,-29203.3,0
40.9,613472,1.99972e+09,0,14997.9,-13575.1,0
41,9.99194e+08,9.99604e+08,0,-29250.3,-19254.3,0
41,-9.99604e+08,9.99194e+08,0,19254.3,-29250.3,0
41,614971,1.99972e+09,0,14997.9,-13608.3,0
41.1,9.99192e+08,9.99602e+08,0,-29297.3,-19301.3,0
41.1,-9.99602e+08,9.99192e+08,0,19301.3,-29297.3,0
41.1,616471,1.99972e+09,0,14997.9,-13641.5,0
41.2,9.99189e+08,9.99601e+08,0,-29344.3,-19348.3,0
41.2,-9.99601e+08,9.99189e+08,0,19348.3,-29344.3,0
41.2,617971,1.99972e+09,0,14997.9,-13674.7,0
41.3,9.99186e+08,9.99599e+08,0,-29391.3,-19395.3,0
41.3,-9.99599e+08,9.99186e+08,0,19395.3,-29391.3,0
41.3,619471,1.99972e+09,0,14997.9,-13707.9,0
41.4,9.99183e+08,9.99597e+08,0,-29438.3,-19442.3,0
41.4,-9.99597e+08,9.99183e+08,0,19442.3,-29438.3,0
41.4,620971,1.99971e+09,0,14997.9,-13741.1,0
41.5,9.9918e+08,9.99595e+08,0,-29485.2,-19489.3,0
41.5,-9.99595e+08,9.9918e+08,0,19489.3,-29485.2,0
41.5,622470,1.99971e+09,0,14997.9,-13774.3,0
41.6,9.99177e+08,9.99593e+08,0,-29532.2,-19536.3,0
41.6,-9.99593e+08,9.99177e+08,0,19536.3,-29532.2,0
41.6,623970,1.99971e+09,0,14997.9,-13807.5,0
41.7,9.99174e+08,9.99591e+08,0,-29579.2,-19583.3,0
41.7,-9.99591e+08,9.99174e+08,0,19583.3,-29579.2,0
41.7,625470,1.99971e+09,0,14997.8,-13840.7,0
41.8,9.99171e+08,9.99589e+08,0,-29626.2,-19630.3,0
41.8,-9.99589e+08,9.99171e+08,0,19630.3,-29626.2,0
41.8,626970,1.99971e+09,0,14997.8,-13873.9,0
41.9,9.99168e+08,9.99587e+08,0,-29673.2,-19677.3,0
41.9,-9.99587e+08,9.99168e+08,0,19677.3,-29673.2,0
41.9,628469,1.99971e+09,0,14997.8,-13907.1,0
42,9.99165e+08,9.99585e+08,0,-29720.1,-19724.3,0
