time,x,y,z,vx,vy,vz
14.2,-9.99952e+08,9.9981e+08,0,6665.67,-16665.2,0
14.2,212999,1.99997e+09,0,14999.8,-4712.74,0
14.3,9.99809e+08,9.99952e+08,0,-16712.1,-6712.61,0
14.3,-9.99952e+08,9.99809e+08,0,6712.61,-16712.1,0
14.3,214499,1.99997e+09,0,14999.7,-4745.93,0
14.4,9.99807e+08,9.99951e+08,0,-16759.1,-6759.56,0
14.4,-9.99951e+08,9.99807e+08,0,6759.56,-16759.1,0
14.4,215999,1.99997e+09,0,14999.7,-4779.12,0
14.5,9.99805e+08,9.9995e+08,0,-16806,-6806.51,0
14.5,-9.9995e+08,9.99805e+08,0,6806.51,-16806,0
14.5,217499,1.99996e+09,0,14999.7,-4812.31,0
14.6,9.99804e+08,9.9995e+08,0,-16853,-6853.46,0
14.6,-9.9995e+08,9.99804e+08,0,6853.46,-16853,0
14.6,218999,1.99996e+09,0,14999.7,-4845.5,0
14.7,9.99802e+08,9.99949e+08,0,-16899.9,-6900.41,0
14.7,-9.99949e+08,9.99802e+08,0,6900.41,-16899.9,0
14.7,220499,1.99996e+09,0,14999.7,-4878.69,0
14.8,9.998e+08,9.99948e+08,0,-16946.9,-6947.36,0
14.8,-9.99948e+08,9.998e+08,0,6947.36,-16946.9,0
14.8,221999,1.99996e+09,0,14999.7,-4911.88,0
14.9,9.99799e+08,9.99948e+08,0,-16993.8,-6994.31,0
14.9,-9.99948e+08,9.99799e+08,0,6994.31,-16993.8,0
14.9,223499,1.99996e+09,0,14999.7,-4945.07,0
15,9.99797e+08,9.99947e+08,0,-17040.7,-7041.26,0
15,-9.99947e+08,9.99797e+08,0,7041.26,-17040.7,0
15,224999,1.99996e+09,0,14999.7,-4978.26,0
15.1,9.99795e+08,9.99946e+08,0,-17087.7,-7088.21,0
15.1,-9.99946e+08,9.99795e+08,0,7088.21,-17087.7,0
15.1,226499,1.99996e+09,0,14999.7,-5011.44,0
15.2,9.99793e+08,9.99945e+08,0,-17134.6,-7135.16,0
15.2,-9.99945e+08,9.99793e+08,0,7135.16,-17134.6,0
15.2,227999,1.99996e+09,0,14999.7,-5044.63,0
15.3,9.99792e+08,9.99945e+08,0,-17181.6,-7182.12,0
15.3,-9.99945e+08,9.99792e+08,0,7182.12,-17181.6,0
15.3,229499,1.99996e+09,0,14999.7,-5077.82,0
15.4,9.9979e+08,9.99944e+08,0,-17228.5,-7229.07,0
15.4,-9.99944e+08,9.9979e+08,0,7229.07,-17228.5,0
15.4,230998,1.99996e+09,0,14999.7,-5111.01,0
15.5,9.99788e+08,9.99943e+08,0,-17275.5,-7276.02,0
15.5,-9.99943e+08,9.99788e+08,0,7276.02,-17275.5,0
15.5,232498,1.99996e+09,0,14999.7,-5144.2,0
15.6,9.99787e+08,9.99943e+08,0,-17322.4,-7322.97,0
15.6,-9.99943e+08,9.99787e+08,0,7322.97,-17322.4,0
15.6,233998,1.99996e+09,0,14999.7,-5177.39,0
15.7,9.99785e+08,9.99942e+08,0,-17369.3,-7369.92,0
15.7,-9.99942e+08,9.99785e+08,0,7369.92,-17369.3,0
15.7,235498,1.99996e+09,0,14999.7,-5210.58,0
15.8,9.99783e+08,9.99941e+08,0,-17416.3,-7416.87,0
15.8,-9.99941e+08,9.99783e+08,0,7416.87,-17416.3,0
15.8,236998,1.99996e+09,0,14999.7,-5243.77,0
15.9,9.99781e+08,9.9994e+08,0,-17463.2,-7463.82,0
15.9,-9.9994e+08,9.99781e+08,0,7463.82,-17463.2,0
15.9,238498,1.99996e+09,0,14999.7,-5276.96,0
16,9.9978e+08,9.9994e+08,0,-17510.2,-7510.77,0
16,-9.9994e+08,9.9978e+08,0,7510.77,-17510.2,0
16,239998,1.99996e+09,0,14999.7,-5310.15,0
16.1,9.99778e+08,9.99939e+08,0,-17557.1,-7557.73,0
16.1,-9.99939e+08,9.99778e+08,0,7557.73,-17557.1,0
16.1,241498,1.99996e+09,0,14999.7,-5343.34,0
16.2,9.99776e+08,9.99938e+08,0,-17604.1,-7604.68,0
16.2,-9.99938e+08,9.99776e+08,0,7604.68,-17604.1,0
16.2,242998,1.99996e+09,0,14999.7,-5376.53,0
16.3,9.99774e+08,9.99937e+08,0,-17651,-7651.63,0
16.3,-9.99937e+08,9.99774e+08,0,7651.63,-17651,0
16.3,244498,1.99996e+09,0,14999.7,-5409.72,0
16.4,9.99772e+08,9.99936e+08,0,-17698,-7698.58,0
16.4,-9.99936e+08,9.99772e+08,0,7698.58,-17698,0
16.4,245998,1.99996e+09,0,14999.7,-5442.91,0
16.5,9.99771e+08,9.99936e+08,0,-17744.9,-7745.53,0
16.5,-9.99936e+08,9.99771e+08,0,7745.53,-17744.9,0
16.5,247498,1.99995e+09,0,14999.7,-5476.1,0
16.6,9.99769e+08,9.99935e+08,0,-17791.8,-7792.49,0
16.6,-9.99935e+08,9.99769e+08,0,7792.49,-17791.8,0
16.6,248998,1.99995e+09,0,14999.7,-5509.28,0
16.7,9.99767e+08,9.99934e+08,0,-17838.8,-7839.44,0
16.7,-9.99934e+08,9.99767e+08,0,7839.44,-17838.8,0
16.7,250498,1.99995e+09,0,14999.7,-5542.47,0
16.8,9.99765e+08,9.99933e+08,0,-17885.7,-7886.39,0
16.8,-9.99933e+08,9.99765e+08,0,7886.39,-17885.7,0
16.8,251998,1.99995e+09,0,14999.7,-5575.66,0
16.9,9.99764e+08,9.99933e+08,0,-17932.7,-7933.35,0
16.9,-9.99933e+08,9.99764e+08,0,7933.35,-17932.7,0
16.9,253498,1.99995e+09,0,14999.6,-5608.85,0
17,9.99762e+08,9.99932e+08,0,-17979.6,-7980.3,0
17,-9.99932e+08,9.99762e+08,0,7980.3,-17979.6,0
17,254998,1.99995e+09,0,14999.6,-5642.04,0
17.1,9.9976e+08,9.99931e+08,0,-18026.6,-8027.25,0
17.1,-9.99931e+08,9.9976e+08,0,8027.25,-18026.6,0
17.1,256498,1.99995e+09,0,14999.6,-5675.23,0
17.2,9.99758e+08,9.9993e+08,0,-18073.5,-8074.2,0
17.2,-9.9993e+08,9.99758e+08,0,8074.2,-18073.5,0
17.2,257998,1.99995e+09,0,14999.6,-5708.42,0
17.3,9.99756e+08,9.99929e+08,0,-18120.5,-8121.16,0
17.3,-9.99929e+08,9.99756e+08,0,8121.16,-18120.5,0
17.3,259498,1.99995e+09,0,14999.6,-5741.61,0
17.4,9.99755e+08,9.99929e+08,0,-18167.4,-8168.11,0
17.4,-9.99929e+08,9.99755e+08,0,8168.11,-18167.4,0
17.4,260998,1.99995e+09,0,14999.6,-5774.8,0
17.5,9.99753e+08,9.99928e+08,0,-18214.4,-8215.07,0
17.5,-9.99928e+08,9.99753e+08,0,8215.07,-18214.4,0
17.5,262498,1.99995e+09,0,14999.6,-5807.99,0
17.6,9.99751e+08,9.99927e+08,0,-18261.3,-8262.02,0
17.6,-9.99927e+08,9.99751e+08,0,8262.02,-18261.3,0
17.6,263998,1.99995e+09,0,14999.6,-5841.18,0
17.7,9.99749e+08,9.99926e+08,0,-18308.2,-8308.97,0
17.7,-9.99926e+08,9.99749e+08,0,8308.97,-18308.2,0
17.7,265498,1.99995e+09,0,14999.6,-5874.37,0
17.8,9.99747e+08,9.99925e+08,0,-18355.2,-8355.93,0
17.8,-9.99925e+08,9.99747e+08,0,8355.93,-18355.2,0
17.8,266998,1.99995e+09,0,14999.6,-5907.56,0
17.9,9.99745e+08,9.99924e+08,0,-18402.1,-8402.88,0
17.9,-9.99924e+08,9.99745e+08,0,8402.88,-18402.1,0
17.9,268498,1.99995e+09,0,14999.6,-5940.75,0
18,9.99744e+08,9.99924e+08,0,-18449.1,-8449.84,0
18,-9.99924e+08,9.99744e+08,0,8449.84,-18449.1,0
18,269998,1.99995e+09,0,14999.6,-5973.94,0
18.1,9.99742e+08,9.99923e+08,0,-18496,-8496.79,0
18.1,-9.99923e+08,9.99742e+08,0,8496.79,-18496,0
18.1,271498,1.99995e+09,0,14999.6,-6007.13,0
18.2,9.9974e+08,9.99922e+08,0,-18543,-8543.75,0
18.2,-9.99922e+08,9.9974e+08,0,8543.75,-18543,0
18.2,272997,1.99994e+09,0,14999.6,-6040.32,0
18.3,9.99738e+08,9.99921e+08,0,-18589.9,-8590.7,0
18.3,-9.99921e+08,9.99738e+08,0,8590.7,-18589.9,0
18.3,274497,1.99994e+09,0,14999.6,-6073.51,0
18.4,9.99736e+08,9.9992e+08,0,-18636.9,-8637.66,0
18.4,-9.9992e+08,9.99736e+08,0,8637.66,-18636.9,0
18.4,275997,1.99994e+09,0,14999.6,-6106.7,0
18.5,9.99734e+08,9.99919e+08,0,-18683.8,-8684.61,0
18.5,-9.99919e+08,9.99734e+08,0,8684.61,-18683.8,0
18.5,277497,1.99994e+09,0,14999.6,-6139.89,0
18.6,9.99732e+08,9.99918e+08,0,-18730.8,-8731.57,0
18.6,-9.99918e+08,9.99732e+08,0,8731.57,-18730.8,0
18.6,278997,1.99994e+09,0,14999.6,-6173.08,0
18.7,9.9973e+08,9.99917e+08,0,-18777.7,-8778.52,0
18.7,-9.99917e+08,9.9973e+08,0,8778.52,-18777.7,0
18.7,280497,1.99994e+09,0,14999.6,-6206.27,0
18.8,9.99729e+08,9.99917e+08,0,-18824.7,-8825.48,0
18.8,-9.99917e+08,9.99729e+08,0,8825.48,-18824.7,0
18.8,281997,1.99994e+09,0,14999.6,-6239.46,0
18.9,9.99727e+08,9.99916e+08,0,-18871.6,-8872.44,0
18.9,-9.99916e+08,9.99727e+08,0,8872.44,-18871.6,0
18.9,283497,1.99994e+09,0,14999.6,-6272.65,0
19,9.99725e+08,9.99915e+08,0,-18918.5,-8919.39,0
19,-9.99915e+08,9.99725e+08,0,8919.39,-18918.5,0
19,284997,1.99994e+09,0,14999.6,-6305.84,0
19.1,9.99723e+08,9.99914e+08,0,-18965.5,-8966.35,0
19.1,-9.99914e+08,9.99723e+08,0,8966.35,-18965.5,0
19.1,286497,1.99994e+09,0,14999.5,-6339.03,0
19.2,9.99721e+08,9.99913e+08,0,-19012.4,-9013.3,0
19.2,-9.99913e+08,9.99721e+08,0,9013.3,-19012.4,0
19.2,287997,1.99994e+09,0,14999.5,-6372.22,0
19.3,9.99719e+08,9.99912e+08,0,-19059.4,-9060.26,0
19.3,-9.99912e+08,9.99719e+08,0,9060.26,-19059.4,0
19.3,289497,1.99994e+09,0,14999.5,-6405.41,0
19.4,9.99717e+08,9.99911e+08,0,-19106.3,-9107.22,0
19.4,-9.99911e+08,9.99717e+08,0,9107.22,-19106.3,0
19.4,290997,1.99994e+09,0,14999.5,-6438.6,0
19.5,9.99715e+08,9.9991e+08,0,-19153.3,-9154.17,0
19.5,-9.9991e+08,9.99715e+08,0,9154.17,-19153.3,0
19.5,292497,1.99994e+09,0,14999.5,-6471.79,0
19.6,9.99713e+08,9.99909e+08,0,-19200.2,-9201.13,0
19.6,-9.99909e+08,9.99713e+08,0,9201.13,-19200.2,0
19.6,293997,1.99994e+09,0,14999.5,-6504.98,0
19.7,9.99711e+08,9.99908e+08,0,-19247.2,-9248.09,0
19.7,-9.99908e+08,9.99711e+08,0,9248.09,-19247.2,0
19.7,295497,1.99994e+09,0,14999.5,-6538.17,0
19.8,9.9971e+08,9.99908e+08,0,-19294.1,-9295.05,0
19.8,-9.99908e+08,9.9971e+08,0,9295.05,-19294.1,0
19.8,296997,1.99993e+09,0,14999.5,-6571.36,0
19.9,9.99708e+08,9.99907e+08,0,-19341.1,-9342,0
19.9,-9.99907e+08,9.99708e+08,0,9342,-19341.1,0
19.9,298497,1.99993e+09,0,14999.5,-6604.55,0
20,9.99706e+08,9.99906e+08,0,-19388,-9388.96,0
20,-9.99906e+08,9.99706e+08,0,9388.96,-19388,0
20,299997,1.99993e+09,0,14999.5,-6637.74,0
20.1,9.99704e+08,9.99905e+08,0,-19435,-9435.92,0
20.1,-9.99905e+08,9.99704e+08,0,9435.92,-19435,0
20.1,301497,1.99993e+09,0,14999.5,-6670.93,0
20.2,9.99702e+08,9.99904e+08,0,-19481.9,-9482.88,0
20.2,-9.99904e+08,9.99702e+08,0,9482.88,-19481.9,0
20.2,302997,1.99993e+09,0,14999.5,-6704.12,0
20.3,9.997e+08,9.99903e+08,0,-19528.9,-9529.83,0
20.3,-9.99903e+08,9.997e+08,0,9529.83,-19528.9,0
20.3,304497,1.99993e+09,0,14999.5,-6737.31,0
20.4,9.99698e+08,9.99902e+08,0,-19575.8,-9576.79,0
20.4,-9.99902e+08,9.99698e+08,0,9576.79,-19575.8,0
20.4,305996,1.99993e+09,0,14999.5,-6770.5,0
20.5,9.99696e+08,9.99901e+08,0,-19622.8,-9623.75,0
20.5,-9.99901e+08,9.99696e+08,0,9623.75,-19622.8,0
20.5,307496,1.99993e+09,0,14999.5,-6803.69,0
20.6,9.99694e+08,9.999e+08,0,-19669.7,-9670.71,0
20.6,-9.999e+08,9.99694e+08,0,9670.71,-19669.7,0
20.6,308996,1.99993e+09,0,14999.5,-6836.88,0
20.7,9.99692e+08,9.99899e+08,0,-19716.7,-9717.67,0
20.7,-9.99899e+08,9.99692e+08,0,9717.67,-19716.7,0
20.7,310496,1.99993e+09,0,14999.5,-6870.07,0
20.8,9.9969e+08,9.99898e+08,0,-19763.6,-9764.63,0
20.8,-9.99898e+08,9.9969e+08,0,9764.63,-19763.6,0
20.8,311996,1.99993e+09,0,14999.5,-6903.26,0
20.9,9.99688e+08,9.99897e+08,0,-19810.6,-9811.59,0
20.9,-9.99897e+08,9.99688e+08,0,9811.59,-19810.6,0
20.9,313496,1.99993e+09,0,14999.5,-6936.45,0
21,9.99686e+08,9.99896e+08,0,-19857.5,-9858.55,0
21,-9.99896e+08,9.99686e+08,0,9858.55,-19857.5,0
21,314996,1.99993e+09,0,14999.5,-6969.64,0
21.1,9.99684e+08,9.99895e+08,0,-19904.5,-9905.51,0
21.1,-9.99895e+08,9.99684e+08,0,9905.51,-19904.5,0
21.1,316496,1.99993e+09,0,14999.4,-7002.83,0
21.2,9.99682e+08,9.99894e+08,0,-19951.4,-9952.46,0
21.2,-9.99894e+08,9.99682e+08,0,9952.46,-19951.4,0
21.2,317996,1.99993e+09,0,14999.4,-7036.02,0
21.3,9.9968e+08,9.99893e+08,0,-19998.4,-9999.42,0
21.3,-9.99893e+08,9.9968e+08,0,9999.42,-19998.4,0
21.3,319496,1.99992e+09,0,14999.4,-7069.21,0
21.4,9.99678e+08,9.99892e+08,0,-20045.3,-10046.4,0
21.4,-9.99892e+08,9.99678e+08,0,10046.4,-20045.3,0
21.4,320996,1.99992e+09,0,14999.4,-7102.4,0
21.5,9.99676e+08,9.99891e+08,0,-20092.3,-10093.3,0
21.5,-9.99891e+08,9.99676e+08,0,10093.3,-20092.3,0
21.5,322496,1.99992e+09,0,14999.4,-7135.59,0
21.6,9.99674e+08,9.9989e+08,0,-20139.2,-10140.3,0
21.6,-9.9989e+08,9.99674e+08,0,10140.3,-20139.2,0
21.6,323996,1.99992e+09,0,14999.4,-7168.78,0
21.7,9.99672e+08,9.99889e+08,0,-20186.2,-10187.3,0
21.7,-9.99889e+08,9.99672e+08,0,10187.3,-20186.2,0
21.7,325496,1.99992e+09,0,14999.4,-7201.97,0
21.8,9.9967e+08,9.99888e+08,0,-20233.1,-10234.2,0
21.8,-9.99888e+08,9.9967e+08,0,10234.2,-20233.1,0
21.8,326996,1.99992e+09,0,14999.4,-7235.16,0
21.9,9.99668e+08,9.99887e+08,0,-20280.1,-10281.2,0
21.9,-9.99887e+08,9.99668e+08,0,10281.2,-20280.1,0
21.9,328496,1.99992e+09,0,14999.4,-7268.36,0
22,9.99666e+08,9.99886e+08,0,-20327,-10328.1,0
22,-9.99886e+08,9.99666e+08,0,10328.1,-20327,0
22,329996,1.99992e+09,0,14999.4,-7301.55,0
22.1,9.99664e+08,9.99885e+08,0,-20374,-10375.1,0
22.1,-9.99885e+08,9.99664e+08,0,10375.1,-20374,0
22.1,331496,1.99992e+09,0,14999.4,-7334.74,0
22.2,9.99662e+08,9.99884e+08,0,-20420.9,-10422.1,0
22.2,-9.99884e+08,9.99662e+08,0,10422.1,-20420.9,0
22.2,332995,1.99992e+09,0,14999.4,-7367.93,0
22.3,9.9966e+08,9.99883e+08,0,-20467.9,-10469,0
22.3,-9.99883e+08,9.9966e+08,0,10469,-20467.9,0
22.3,334495,1.99992e+09,0,14999.4,-7401.12,0
22.4,9.99658e+08,9.99882e+08,0,-20514.8,-10516,0
22.4,-9.99882e+08,9.99658e+08,0,10516,-20514.8,0
22.4,335995,1.99992e+09,0,14999.4,-7434.31,0
22.5,9.99656e+08,9.99881e+08,0,-20561.8,-10563,0
22.5,-9.99881e+08,9.99656e+08,0,10563,-20561.8,0
22.5,337495,1.99992e+09,0,14999.4,-7467.5,0
22.6,9.99654e+08,9.9988e+08,0,-20608.7,-10609.9,0
22.6,-9.9988e+08,9.99654e+08,0,10609.9,-20608.7,0
22.6,338995,1.99991e+09,0,14999.4,-7500.69,0
22.7,9.99652e+08,9.99879e+08,0,-20655.7,-10656.9,0
22.7,-9.99879e+08,9.99652e+08,0,10656.9,-20655.7,0
22.7,340495,1.99991e+09,0,14999.4,-7533.88,0
22.8,9.99649e+08,9.99877e+08,0,-20702.6,-10703.8,0
22.8,-9.99877e+08,9.99649e+08,0,10703.8,-20702.6,0
22.8,341995,1.99991e+09,0,14999.4,-7567.07,0
22.9,9.99647e+08,9.99876e+08,0,-20749.6,-10750.8,0
22.9,-9.99876e+08,9.99647e+08,0,10750.8,-20749.6,0
22.9,343495,1.99991e+09,0,14999.4,-7600.26,0
23,9.99645e+08,9.99875e+08,0,-20796.5,-10797.8,0
23,-9.99875e+08,9.99645e+08,0,10797.8,-20796.5,0
23,344995,1.99991e+09,0,14999.3,-7633.45,0
23.1,9.99643e+08,9.99874e+08,0,-20843.5,-10844.7,0
23.1,-9.99874e+08,9.99643e+08,0,10844.7,-20843.5,0
23.1,346495,1.99991e+09,0,14999.3,-7666.64,0
23.2,9.99641e+08,9.99873e+08,0,-20890.4,-10891.7,0
23.2,-9.99873e+08,9.99641e+08,0,10891.7,-20890.4,0
23.2,347995,1.99991e+09,0,14999.3,-7699.84,0
23.3,9.99639e+08,9.99872e+08,0,-20937.4,-10938.7,0
23.3,-9.99872e+08,9.99639e+08,0,10938.7,-20937.4,0
23.3,349495,1.99991e+09,0,14999.3,-7733.03,0
23.4,9.99637e+08,9.99871e+08,0,-20984.3,-10985.6,0
23.4,-9.99871e+08,9.99637e+08,0,10985.6,-20984.3,0
23.4,350995,1.99991e+09,0,14999.3,-7766.22,0
23.5,9.99635e+08,9.9987e+08,0,-21031.3,-11032.6,0
23.5,-9.9987e+08,9.99635e+08,0,11032.6,-21031.3,0
23.5,352495,1.99991e+09,0,14999.3,-7799.41,0
23.6,9.99633e+08,9.99869e+08,0,-21078.2,-11079.5,0
23.6,-9.99869e+08,9.99633e+08,0,11079.5,-21078.2,0
23.6,353995,1.99991e+09,0,14999.3,-7832.6,0
23.7,9.99631e+08,9.99868e+08,0,-21125.2,-11126.5,0
23.7,-9.99868e+08,9.99631e+08,0,11126.5,-21125.2,0
23.7,355494,1.99991e+09,0,14999.3,-7865.79,0
23.8,9.99629e+08,9.99866e+08,0,-21172.1,-11173.5,0
23.8,-9.99866e+08,9.99629e+08,0,11173.5,-21172.1,0
23.8,356994,1.99991e+09,0,14999.3,-7898.98,0
23.9,9.99626e+08,9.99865e+08,0,-21219.1,-11220.4,0
23.9,-9.99865e+08,9.99626e+08,0,11220.4,-21219.1,0
23.9,358494,1.9999e+09,0,14999.3,-7932.17,0
24,9.99624e+08,9.99864e+08,0,-21266.1,-11267.4,0
24,-9.99864e+08,9.99624e+08,0,11267.4,-21266.1,0
24,359994,1.9999e+09,0,14999.3,-7965.36,0
24.1,9.99622e+08,9.99863e+08,0,-21313,-11314.4,0
24.1,-9.99863e+08,9.99622e+08,0,11314.4,-21313,0
24.1,361494,1.9999e+09,0,14999.3,-7998.55,0
24.2,9.9962e+08,9.99862e+08,0,-21360,-11361.3,0
24.2,-9.99862e+08,9.9962e+08,0,11361.3,-21360,0
24.2,362994,1.9999e+09,0,14999.3,-8031.75,0
24.3,9.99618e+08,9.99861e+08,0,-21406.9,-11408.3,0
24.3,-9.99861e+08,9.99618e+08,0,11408.3,-21406.9,0
24.3,364494,1.9999e+09,0,14999.3,-8064.94,0
24.4,9.99616e+08,9.9986e+08,0,-21453.9,-11455.3,0
24.4,-9.9986e+08,9.99616e+08,0,11455.3,-21453.9,0
24.4,365994,1.9999e+09,0,14999.3,-8098.13,0
24.5,9.99614e+08,9.99859e+08,0,-21500.8,-11502.2,0
24.5,-9.99859e+08,9.99614e+08,0,11502.2,-21500.8,0
24.5,367494,1.9999e+09,0,14999.3,-8131.32,0
24.6,9.99611e+08,9.99857e+08,0,-21547.8,-11549.2,0
24.6,-9.99857e+08,9.99611e+08,0,11549.2,-21547.8,0
24.6,368994,1.9999e+09,0,14999.2,-8164.51,0
24.7,9.99609e+08,9.99856e+08,0,-21594.7,-11596.2,0
24.7,-9.99856e+08,9.99609e+08,0,11596.2,-21594.7,0
24.7,370494,1.9999e+09,0,14999.2,-8197.7,0
24.8,9.99607e+08,9.99855e+08,0,-21641.7,-11643.1,0
24.8,-9.99855e+08,9.99607e+08,0,11643.1,-21641.7,0
24.8,371994,1.9999e+09,0,14999.2,-8230.89,0
24.9,9.99605e+08,9.99854e+08,0,-21688.6,-11690.1,0
24.9,-9.99854e+08,9.99605e+08,0,11690.1,-21688.6,0
24.9,373494,1.9999e+09,0,14999.2,-8264.08,0
25,9.99603e+08,9.99853e+08,0,-21735.6,-11737.1,0
25,-9.99853e+08,9.99603e+08,0,11737.1,-21735.6,0
25,374994,1.9999e+09,0,14999.2,-8297.28,0
25.1,9.99601e+08,9.99852e+08,0,-21782.5,-11784,0
25.1,-9.99852e+08,9.99601e+08,0,11784,-21782.5,0
25.1,376493,1.9999e+09,0,14999.2,-8330.47,0
25.2,9.99598e+08,9.9985e+08,0,-21829.5,-11831,0
25.2,-9.9985e+08,9.99598e+08,0,11831,-21829.5,0
25.2,377993,1.99989e+09,0,14999.2,-8363.66,0
25.3,9.99596e+08,9.99849e+08,0,-21876.5,-11878,0
25.3,-9.99849e+08,9.99596e+08,0,11878,-21876.5,0
25.3,379493,1.99989e+09,0,14999.2,-8396.85,0
25.4,9.99594e+08,9.99848e+08,0,-21923.4,-11924.9,0
25.4,-9.99848e+08,9.99594e+08,0,11924.9,-21923.4,0
25.4,380993,1.99989e+09,0,14999.2,-8430.04,0
25.5,9.99592e+08,9.99847e+08,0,-21970.4,-11971.9,0
25.5,-9.99847e+08,9.99592e+08,0,11971.9,-21970.4,0
25.5,382493,1.99989e+09,0,14999.2,-8463.23,0
25.6,9.9959e+08,9.99846e+08,0,-22017.3,-12018.9,0
25.6,-9.99846e+08,9.9959e+08,0,12018.9,-22017.3,0
25.6,383993,1.99989e+09,0,14999.2,-8496.42,0
25.7,9.99587e+08,9.99844e+08,0,-22064.3,-12065.8,0
25.7,-9.99844e+08,9.99587e+08,0,12065.8,-22064.3,0
25.7,385493,1.99989e+09,0,14999.2,-8529.62,0
25.8,9.99585e+08,9.99843e+08,0,-22111.2,-12112.8,0
25.8,-9.99843e+08,9.99585e+08,0,12112.8,-22111.2,0
25.8,386993,1.99989e+09,0,14999.2,-8562.81,0
25.9,9.99583e+08,9.99842e+08,0,-22158.2,-12159.8,0
25.9,-9.99842e+08,9.99583e+08,0,12159.8,-22158.2,0
25.9,388493,1.99989e+09,0,14999.2,-8596,0
26,9.99581e+08,9.99841e+08,0,-22205.1,-12206.7,0
26,-9.99841e+08,9.99581e+08,0,12206.7,-22205.1,0
26,389993,1.99989e+09,0,14999.2,-8629.19,0
26.1,9.99579e+08,9.99839e+08,0,-22252.1,-12253.7,0
26.1,-9.99839e+08,9.99579e+08,0,12253.7,-22252.1,0
26.1,391493,1.99989e+09,0,14999.2,-8662.38,0
26.2,9.99576e+08,9.99838e+08,0,-22299.1,-12300.7,0
26.2,-9.99838e+08,9.99576e+08,0,12300.7,-22299.1,0
26.2,392993,1.99989e+09,0,14999.1,-8695.57,0
26.3,9.99574e+08,9.99837e+08,0,-22346,-12347.6,0
26.3,-9.99837e+08,9.99574e+08,0,12347.6,-22346,0
26.3,394492,1.99988e+09,0,14999.1,-8728.77,0
26.4,9.99572e+08,9.99836e+08,0,-22393,-12394.6,0
26.4,-9.99836e+08,9.99572e+08,0,12394.6,-22393,0
26.4,395992,1.99988e+09,0,14999.1,-8761.96,0
26.5,9.9957e+08,9.99835e+08,0,-22439.9,-12441.6,0
26.5,-9.99835e+08,9.9957e+08,0,12441.6,-22439.9,0
26.5,397492,1.99988e+09,0,14999.1,-8795.15,0
26.6,9.99567e+08,9.99833e+08,0,-22486.9,-12488.5,0
26.6,-9.99833e+08,9.99567e+08,0,12488.5,-22486.9,0
26.6,398992,1.99988e+09,0,14999.1,-8828.34,0
26.7,9.99565e+08,9.99832e+08,0,-22533.8,-12535.5,0
26.7,-9.99832e+08,9.99565e+08,0,12535.5,-22533.8,0
26.7,400492,1.99988e+09,0,14999.1,-8861.53,0
26.8,9.99563e+08,9.99831e+08,0,-22580.8,-12582.5,0
26.8,-9.99831e+08,9.99563e+08,0,12582.5,-22580.8,0
26.8,401992,1.99988e+09,0,14999.1,-8894.73,0
26.9,9.99561e+08,9.9983e+08,0,-22627.8,-12629.4,0
26.9,-9.9983e+08,9.99561e+08,0,12629.4,-22627.8,0
26.9,403492,1.99988e+09,0,14999.1,-8927.92,0
27,9.99558e+08,9.99828e+08,0,-22674.7,-12676.4,0
27,-9.99828e+08,9.99558e+08,0,12676.4,-22674.7,0
27,404992,1.99988e+09,0,14999.1,-8961.11,0
27.1,9.99556e+08,9.99827e+08,0,-22721.7,-12723.4,0
27.1,-9.99827e+08,9.99556e+08,0,12723.4,-22721.7,0
27.1,406492,1.99988e+09,0,14999.1,-8994.3,0
27.2,9.99554e+08,9.99826e+08,0,-22768.6,-12770.4,0
27.2,-9.99826e+08,9.99554e+08,0,12770.4,-22768.6,0
27.2,407992,1.99988e+09,0,14999.1,-9027.49,0
27.3,9.99551e+08,9.99824e+08,0,-22815.6,-12817.3,0
27.3,-9.99824e+08,9.99551e+08,0,12817.3,-22815.6,0
27.3,409492,1.99988e+09,0,14999.1,-9060.69,0
27.4,9.99549e+08,9.99823e+08,0,-22862.5,-12864.3,0
27.4,-9.99823e+08,9.99549e+08,0,12864.3,-22862.5,0
27.4,410991,1.99987e+09,0,14999.1,-9093.88,0
27.5,9.99547e+08,9.99822e+08,0,-22909.5,-12911.3,0
27.5,-9.99822e+08,9.99547e+08,0,12911.3,-22909.5,0
27.5,412491,1.99987e+09,0,14999.1,-9127.07,0
27.6,9.99545e+08,9.99821e+08,0,-22956.5,-12958.2,0
27.6,-9.99821e+08,9.99545e+08,0,12958.2,-22956.5,0
27.6,413991,1.99987e+09,0,14999.1,-9160.26,0
27.7,9.99542e+08,9.99819e+08,0,-23003.4,-13005.2,0
27.7,-9.99819e+08,9.99542e+08,0,13005.2,-23003.4,0
27.7,415491,1.99987e+09,0,14999,-9193.45,0
27.8,9.9954e+08,9.99818e+08,0,-23050.4,-13052.2,0
27.8,-9.99818e+08,9.9954e+08,0,13052.2,-23050.4,0
27.8,416991,1.99987e+09,0,14999,-9226.65,0
27.9,9.99538e+08,9.99817e+08,0,-23097.3,-13099.2,0
27.9,-9.99817e+08,9.99538e+08,0,13099.2,-23097.3,0
27.9,418491,1.99987e+09,0,14999,-9259.84,0
28,9.99535e+08,9.99815e+08,0,-23144.3,-13146.1,0
28,-9.99815e+08,9.99535e+08,0,13146.1,-23144.3,0
28,419991,1.99987e+09,0,14999,-9293.03,0
